,Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,MinutesPer90,Goals,Assists,GoalsAndAssists,NonPenaltyGoals,PenaltiesScored,PenaltiesAttempted,CrdY,CrdR,ExpGoals,NPExpGoals,ExpAssists,NPExpGoalsAndAssists,PrgC,PrgP,PrgR,GoalsPer90,AssistsPer90,GoalsAndAssistsPer90,NPGoalsPer90,NPGoalsAndAssistsPer90,ExpGoalsPer90,ExpAssistsPer90,ExpGoalsAndAssistsPer90,NPExpGoalsPer90,NPExpGoalsAndAssistsPer90
113,Alessio Cacciamani,ITA,"MF,DF",Torino,Serie A,17,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Alessio Iovine,ITA,"DF,FW",Como,Serie A,33,10,3,387,4.3,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,9,6,8,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06
115,Alessio Romagnoli,ITA,DF,Lazio,Serie A,29,32,31,2672,29.7,2,0,2,2,0,0,4,2,2.4,2.4,0.3,2.6,8,90,4,0.07,0.0,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09
116,Alessio Zerbin,ITA,"FW,DF",Napoli,Serie A,25,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Alessio Zerbin,ITA,DF,Venezia,Serie A,25,18,17,1518,16.9,1,1,2,1,0,0,4,0,1.9,1.9,2.1,3.9,53,54,70,0.06,0.06,0.12,0.06,0.12,0.11,0.12,0.23,0.11,0.23
118,Alex Baena,ESP,"MF,FW",Villarreal,La Liga,23,32,30,2595,28.8,7,9,16,7,0,1,9,0,7.1,6.3,11.7,18.1,91,189,154,0.24,0.31,0.55,0.24,0.55,0.25,0.41,0.65,0.22,0.63
119,Alex Iwobi,NGA,"FW,MF",Fulham,Premier League,28,38,35,2981,33.1,9,6,15,9,0,0,1,0,4.7,4.7,7.0,11.8,144,213,246,0.27,0.18,0.45,0.27,0.45,0.14,0.21,0.36,0.14,0.36
120,Alex Král,CZE,MF,Espanyol,La Liga,26,37,29,2714,30.2,0,1,1,0,0,0,1,0,1.5,1.5,1.5,3.0,49,78,79,0.0,0.03,0.03,0.0,0.03,0.05,0.05,0.1,0.05,0.1
121,Alex McCarthy,ENG,GK,Southampton,Premier League,34,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Alex Meret,ITA,GK,Napoli,Serie A,27,34,34,3005,33.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Alex Padilla,ESP,GK,Athletic Club,La Liga,20,5,3,321,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Alex Palmer,ENG,GK,Ipswich Town,Premier League,27,13,13,1170,13.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Alex Scott,ENG,MF,Bournemouth,Premier League,20,20,8,755,8.4,0,0,0,0,0,0,3,0,0.7,0.7,0.9,1.6,15,52,33,0.0,0.0,0.0,0.0,0.0,0.09,0.11,0.19,0.09,0.19
126,Alex Sola,ESP,"MF,FW",Getafe,La Liga,25,19,13,1029,11.4,0,1,1,0,0,0,4,0,1.0,1.0,0.7,1.6,24,23,61,0.0,0.09,0.09,0.0,0.09,0.08,0.06,0.14,0.08,0.14
127,Alexander Bernhardsson,SWE,"FW,MF",Holstein Kiel,Bundesliga,25,19,15,1263,14.0,7,2,9,7,0,0,3,0,4.1,4.1,1.3,5.5,25,33,72,0.5,0.14,0.64,0.5,0.64,0.29,0.1,0.39,0.29,0.39
128,Alexander Isak,SWE,FW,Newcastle Utd,Premier League,24,34,34,2756,30.6,23,6,29,19,4,4,1,0,20.3,17.2,4.3,21.6,83,88,217,0.75,0.2,0.95,0.62,0.82,0.66,0.14,0.81,0.56,0.7
129,Alexander Meyer,GER,GK,Dortmund,Bundesliga,33,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06
130,Alexander Nübel,GER,GK,Stuttgart,Bundesliga,27,34,34,3060,34.0,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01
131,Alexander Prass,AUT,DF,Hoffenheim,Bundesliga,23,23,19,1566,17.4,0,1,1,0,0,0,1,0,0.9,0.9,2.8,3.6,28,63,66,0.0,0.06,0.06,0.0,0.06,0.05,0.16,0.21,0.05,0.21
132,Alexander Schwolow,GER,GK,Union Berlin,Bundesliga,32,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Alexander Sørloth,NOR,FW,Atlético Madrid,La Liga,28,35,15,1566,17.4,20,2,22,19,1,1,4,0,16.8,16.0,1.6,17.6,32,31,81,1.15,0.11,1.26,1.09,1.21,0.97,0.09,1.06,0.92,1.01
134,Alexandre Lacazette,FRA,FW,Lyon,Ligue 1,33,30,24,2051,22.8,15,2,17,10,5,6,5,0,16.3,11.7,3.4,15.0,24,66,159,0.66,0.09,0.75,0.44,0.53,0.71,0.15,0.86,0.51,0.66
135,Alexis Claude-Maurice,FRA,"MF,FW",Augsburg,Bundesliga,26,28,25,2109,23.4,9,2,11,9,0,0,4,0,4.7,4.7,1.2,5.9,59,61,102,0.38,0.09,0.47,0.38,0.47,0.2,0.05,0.25,0.2,0.25
136,Alexis Mac Allister,ARG,MF,Liverpool,Premier League,25,35,30,2599,28.9,5,5,10,5,0,0,6,0,2.8,2.8,4.7,7.5,36,177,80,0.17,0.17,0.35,0.17,0.35,0.1,0.16,0.26,0.1,0.26
137,Alexis Saelemaekers,BEL,"DF,FW",Milan,Serie A,25,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,4,13,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06
138,Alexis Saelemaekers,BEL,"DF,FW",Roma,Serie A,25,22,17,1389,15.4,7,3,10,7,0,0,4,0,2.5,2.5,2.6,5.1,39,53,136,0.45,0.19,0.65,0.45,0.65,0.16,0.17,0.33,0.16,0.33
139,Alexis Sánchez,CHI,FW,Udinese,Serie A,35,13,6,437,4.9,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1.0,2,19,19,0.0,0.0,0.0,0.0,0.0,0.16,0.04,0.2,0.16,0.2
140,Alexsandro Ribeiro,BRA,DF,Lille,Ligue 1,24,30,30,2700,30.0,1,1,2,1,0,0,10,0,1.6,1.6,0.4,2.0,25,178,8,0.03,0.03,0.07,0.03,0.07,0.05,0.01,0.07,0.05,0.07
141,Alfie Dorrington,ENG,DF,Tottenham,Premier League,19,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Alfie Pond,ENG,DF,Wolves,Premier League,20,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,Alfon,ESP,"FW,MF",Celta Vigo,La Liga,25,26,14,1371,15.2,5,2,7,5,0,0,1,1,4.6,4.6,2.6,7.2,89,22,170,0.33,0.13,0.46,0.33,0.46,0.3,0.17,0.47,0.3,0.47
144,Alfonso Espino,URU,DF,Rayo Vallecano,La Liga,32,16,9,833,9.3,0,1,1,0,0,0,4,0,0.4,0.4,0.6,1.1,10,39,29,0.0,0.11,0.11,0.0,0.11,0.05,0.07,0.12,0.05,0.12
145,Alfonso Pedraza,ESP,"DF,MF",Villarreal,La Liga,28,12,4,460,5.1,0,2,2,0,0,0,0,0,0.5,0.5,1.4,1.9,21,9,43,0.0,0.39,0.39,0.0,0.39,0.09,0.27,0.37,0.09,0.37
146,Alfred Duncan,GHA,MF,Venezia,Serie A,31,16,12,957,10.6,0,0,0,0,0,0,2,0,0.8,0.8,1.1,1.9,11,53,12,0.0,0.0,0.0,0.0,0.0,0.07,0.1,0.18,0.07,0.18
147,Ali Abdi,TUN,"DF,MF",Nice,Ligue 1,30,25,17,1393,15.5,5,2,7,5,0,0,2,0,4.3,4.3,1.9,6.2,35,42,101,0.32,0.13,0.45,0.32,0.45,0.28,0.12,0.4,0.28,0.4
148,Ali Al Hamadi,IRQ,FW,Ipswich Town,Premier League,22,11,0,134,1.5,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.4,4,3,14,0.0,0.0,0.0,0.0,0.0,0.24,0.05,0.28,0.24,0.28
149,Ali Dembélé,FRA,DF,Torino,Serie A,20,15,4,388,4.3,1,0,1,1,0,0,4,1,0.4,0.4,0.1,0.5,8,12,8,0.23,0.0,0.23,0.23,0.23,0.08,0.02,0.1,0.08,0.1
150,Ali Jasim,IRQ,"FW,DF",Como,Serie A,20,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,Alidu Seidu,GHA,DF,Rennes,Ligue 1,24,11,10,803,8.9,0,0,0,0,0,0,4,0,0.1,0.1,0.3,0.4,23,41,17,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05
152,Alieu Fadera,GAM,"FW,DF",Como,Serie A,22,28,20,1644,18.3,1,3,4,1,0,0,2,1,1.7,1.7,4.0,5.7,74,36,160,0.05,0.16,0.22,0.05,0.22,0.09,0.22,0.31,0.09,0.31
153,Aliou Badara Baldé,GUI,"MF,FW",Bochum,Bundesliga,21,5,0,91,1.0,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,2,1,5,0.0,0.0,0.0,0.0,0.0,0.18,0.17,0.35,0.18,0.35
154,Alisson,BRA,GK,Liverpool,Premier League,31,28,28,2508,27.9,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
155,Aljoscha Kemlein,GER,MF,Union Berlin,Bundesliga,19,15,11,922,10.2,1,0,1,1,0,0,3,0,0.9,0.9,0.6,1.5,5,42,19,0.1,0.0,0.1,0.1,0.1,0.09,0.06,0.15,0.09,0.15
156,Allan Nyom,CMR,"DF,MF",Getafe,La Liga,36,20,10,887,9.9,1,2,3,1,0,0,4,0,0.5,0.5,0.3,0.8,5,22,21,0.1,0.2,0.3,0.1,0.3,0.05,0.03,0.09,0.05,0.09
157,Almoatasem Al Musrati,LBY,MF,Monaco,Ligue 1,28,10,3,386,4.3,1,1,2,1,0,0,0,0,0.5,0.5,0.4,0.9,2,41,5,0.23,0.23,0.47,0.23,0.47,0.11,0.1,0.21,0.11,0.21
158,Almugera Kabar,GER,DF,Dortmund,Bundesliga,18,5,1,137,1.5,0,0,0,0,0,0,2,1,0.0,0.0,0.5,0.5,5,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.0,0.36
159,Alois Confais,FRA,MF,Le Havre,Ligue 1,27,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Alphadjo Cissè,ITA,"FW,MF",Hellas Verona,Serie A,17,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.46,0.46,0.46
161,Alphonse Areola,FRA,GK,West Ham,Premier League,31,26,25,2260,25.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,23,19,17,1560,17.3,1,2,3,1,0,0,0,0,1.2,1.2,1.6,2.8,81,120,140,0.06,0.12,0.17,0.06,0.17,0.07,0.09,0.16,0.07,0.16
163,Altay Bayındır,TUR,GK,Manchester Utd,Premier League,26,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,Amad Diallo,CIV,"MF,FW",Manchester Utd,Premier League,22,26,20,1901,21.1,8,6,14,8,0,0,5,0,4.7,4.7,4.9,9.6,109,60,200,0.38,0.28,0.66,0.38,0.66,0.22,0.23,0.45,0.22,0.45
165,Amadou Haidara,MLI,MF,RB Leipzig,Bundesliga,26,28,16,1320,14.7,0,1,1,0,0,0,7,0,1.4,1.4,0.9,2.2,7,65,24,0.0,0.07,0.07,0.0,0.07,0.09,0.06,0.15,0.09,0.15
166,Amadou Koné,MLI,MF,Reims,Ligue 1,19,24,17,1293,14.4,0,0,0,0,0,0,3,1,0.5,0.5,0.3,0.9,19,68,12,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
167,Amadou Onana,BEL,MF,Aston Villa,Premier League,22,26,20,1617,18.0,3,0,3,3,0,0,4,0,2.1,2.1,0.7,2.8,29,75,16,0.17,0.0,0.17,0.17,0.17,0.12,0.04,0.16,0.12,0.16
168,Amar Dedić,BIH,DF,Marseille,Ligue 1,21,10,2,314,3.5,0,1,1,0,0,0,1,0,0.9,0.9,0.9,1.8,21,16,46,0.0,0.29,0.29,0.0,0.29,0.26,0.25,0.51,0.26,0.51
169,Amath,SEN,"FW,DF",Valladolid,La Liga,28,13,5,375,4.2,0,1,1,0,0,0,1,0,0.4,0.4,0.5,0.9,10,12,29,0.0,0.24,0.24,0.0,0.24,0.09,0.13,0.21,0.09,0.21
170,Ameen Al-Dakhil,BEL,DF,Stuttgart,Bundesliga,22,7,6,432,4.8,0,0,0,0,0,0,0,1,0.1,0.1,0.2,0.2,1,12,0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05
171,Amidou Doumbouya,FRA,DF,Nice,Ligue 1,16,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Amin Sarr,SWE,FW,Hellas Verona,Serie A,23,32,25,1907,21.2,4,1,5,4,0,0,1,0,3.2,3.2,2.1,5.4,31,41,103,0.19,0.05,0.24,0.19,0.24,0.15,0.1,0.25,0.15,0.25
173,Amine Adli,MAR,"MF,FW",Leverkusen,Bundesliga,24,20,6,766,8.5,2,0,2,2,0,0,3,0,2.7,2.7,0.7,3.4,37,24,100,0.23,0.0,0.23,0.23,0.23,0.32,0.08,0.4,0.32,0.4
174,Amine Gouiri,ALG,"FW,MF",Marseille,Ligue 1,24,14,12,1048,11.6,10,3,13,10,0,0,0,0,8.4,8.4,3.6,12.1,17,20,97,0.86,0.26,1.12,0.86,1.12,0.73,0.31,1.04,0.73,1.04
175,Amine Gouiri,ALG,"MF,FW",Rennes,Ligue 1,24,19,11,1037,11.5,3,2,5,3,0,0,2,0,3.5,3.5,0.4,3.9,22,46,63,0.26,0.17,0.43,0.26,0.43,0.3,0.03,0.34,0.3,0.34
176,Amine Harit,MAR,MF,Marseille,Ligue 1,27,13,8,519,5.8,2,4,6,2,0,0,1,1,0.8,0.8,2.4,3.2,13,35,34,0.35,0.69,1.04,0.35,1.04,0.14,0.42,0.56,0.14,0.56
177,Amine Salama,FRA,FW,Reims,Ligue 1,24,17,2,373,4.1,0,0,0,0,0,0,0,0,0.7,0.7,0.3,1.0,12,9,28,0.0,0.0,0.0,0.0,0.0,0.17,0.08,0.25,0.17,0.25
178,Amir Richardson,MAR,MF,Fiorentina,Serie A,22,26,10,1024,11.4,1,1,2,1,0,0,6,0,0.9,0.9,0.6,1.5,19,47,31,0.09,0.09,0.18,0.09,0.18,0.07,0.05,0.12,0.07,0.12
179,Amir Rrahmani,KVX,DF,Napoli,Serie A,30,38,38,3406,37.8,1,3,4,1,0,0,2,0,2.9,2.9,1.1,4.0,30,188,2,0.03,0.08,0.11,0.03,0.11,0.08,0.03,0.11,0.08,0.11
180,Amos Pieper,GER,DF,Werder Bremen,Bundesliga,26,23,16,1498,16.6,0,0,0,0,0,0,3,0,0.4,0.4,0.6,1.0,11,62,3,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.06,0.03,0.06
181,Anass Salah-Eddine,NED,DF,Roma,Serie A,22,3,2,152,1.7,0,1,1,0,0,0,0,0,0.3,0.3,0.1,0.5,8,2,15,0.0,0.59,0.59,0.0,0.59,0.19,0.08,0.27,0.19,0.27
182,Anass Zaroury,MAR,"FW,MF",Lens,Ligue 1,23,28,16,1405,15.6,2,2,4,2,0,0,3,1,1.7,1.7,2.9,4.6,49,65,107,0.13,0.13,0.26,0.13,0.26,0.11,0.18,0.29,0.11,0.29
183,Anastasios Douvikas,GRE,FW,Como,Serie A,24,13,6,580,6.4,2,2,4,2,0,0,1,0,2.5,2.5,1.1,3.7,8,6,36,0.31,0.31,0.62,0.31,0.62,0.4,0.17,0.57,0.4,0.57
184,Anastasios Douvikas,GRE,FW,Celta Vigo,La Liga,24,20,6,700,7.8,3,1,4,3,0,0,2,0,4.4,4.4,0.2,4.7,6,6,43,0.39,0.13,0.51,0.39,0.51,0.57,0.03,0.6,0.57,0.6
185,Ander Barrenetxea,ESP,"MF,FW",Real Sociedad,La Liga,22,30,14,1263,14.0,1,3,4,1,0,0,6,0,1.6,1.6,1.9,3.6,43,48,152,0.07,0.21,0.29,0.07,0.29,0.12,0.14,0.26,0.12,0.26
186,Ander Guevara,ESP,MF,Alavés,La Liga,27,33,20,1947,21.6,0,1,1,0,0,0,3,0,0.9,0.9,0.6,1.5,14,112,19,0.0,0.05,0.05,0.0,0.05,0.04,0.03,0.07,0.04,0.07
187,Ander Herrera,ESP,MF,Athletic Club,La Liga,34,8,2,273,3.0,0,0,0,0,0,1,2,0,1.7,0.9,0.1,1.1,2,16,5,0.0,0.0,0.0,0.0,0.0,0.57,0.04,0.61,0.31,0.35
188,Andoni Gorosabel,ESP,DF,Athletic Club,La Liga,27,20,17,1485,16.5,0,2,2,0,0,0,5,0,0.3,0.3,1.8,2.1,17,51,59,0.0,0.12,0.12,0.0,0.12,0.02,0.11,0.13,0.02,0.13
189,Andre-Frank Zambo Anguissa,CMR,MF,Napoli,Serie A,28,35,32,2852,31.7,6,4,10,6,0,0,5,0,4.4,4.4,2.4,6.8,24,144,119,0.19,0.13,0.32,0.19,0.32,0.14,0.08,0.22,0.14,0.22
190,Andrea Belotti,ITA,FW,Como,Serie A,30,18,7,593,6.6,2,0,2,2,0,0,1,0,2.5,2.5,0.4,2.8,9,9,33,0.3,0.0,0.3,0.3,0.3,0.37,0.05,0.43,0.37,0.43
191,Andrea Cambiaso,ITA,"DF,FW",Juventus,Serie A,24,33,25,2221,24.7,2,3,5,2,0,0,4,0,0.7,0.7,2.6,3.3,78,111,122,0.08,0.12,0.2,0.08,0.2,0.03,0.11,0.13,0.03,0.13
192,Andrea Carboni,ITA,DF,Monza,Serie A,23,26,25,2191,24.3,0,1,1,0,0,0,5,0,0.3,0.3,0.3,0.6,9,51,32,0.0,0.04,0.04,0.0,0.04,0.01,0.01,0.03,0.01,0.03
193,Andrea Colpani,ITA,"FW,MF",Fiorentina,Serie A,25,24,17,1432,15.9,2,1,3,2,0,0,1,0,2.7,2.7,1.3,3.9,37,57,129,0.13,0.06,0.19,0.13,0.19,0.17,0.08,0.24,0.17,0.24
194,Andrea Mazza,ITA,GK,Monza,Serie A,20,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,Andrea Petagna,ITA,FW,Monza,Serie A,29,13,2,335,3.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,2,1,17,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.05,0.05,0.05
196,Andrea Pinamonti,ITA,FW,Genoa,Serie A,25,36,33,2850,31.7,10,1,11,10,0,1,4,0,7.7,7.0,1.7,8.7,20,46,132,0.32,0.03,0.35,0.32,0.35,0.24,0.05,0.3,0.22,0.27
197,Andreas Albers,DEN,FW,St. Pauli,Bundesliga,34,14,0,62,0.7,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7,1,3,6,1.45,0.0,1.45,1.45,1.45,0.9,0.14,1.04,0.9,1.04
198,Andreas Christensen,DEN,DF,Barcelona,La Liga,28,5,2,254,2.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.1,1,15,1,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
199,Andreas Hanche-Olsen,NOR,DF,Mainz 05,Bundesliga,27,22,12,1284,14.3,1,1,2,1,0,0,4,1,0.8,0.8,0.3,1.1,2,34,5,0.07,0.07,0.14,0.07,0.14,0.06,0.02,0.08,0.06,0.08
200,Andreas Pereira,BRA,MF,Fulham,Premier League,28,33,25,2013,22.4,2,4,6,2,0,1,7,0,3.8,3.0,4.6,7.6,29,104,81,0.09,0.18,0.27,0.09,0.27,0.17,0.21,0.38,0.14,0.34
201,Andreas Skov Olsen,DEN,"FW,MF",Wolfsburg,Bundesliga,24,12,4,535,5.9,1,1,2,1,0,0,0,0,0.8,0.8,1.9,2.7,22,22,48,0.17,0.17,0.34,0.17,0.34,0.14,0.32,0.46,0.14,0.46
202,Andrei Ratiu,ROU,DF,Rayo Vallecano,La Liga,26,35,34,3065,34.1,2,3,5,2,0,0,5,0,1.8,1.8,5.7,7.5,122,145,167,0.06,0.09,0.15,0.06,0.15,0.05,0.17,0.22,0.05,0.22
203,Andrej Ilic,SRB,FW,Union Berlin,Bundesliga,24,16,11,937,10.4,7,0,7,6,1,1,1,0,4.9,4.1,0.3,4.4,5,13,59,0.67,0.0,0.67,0.58,0.58,0.47,0.03,0.5,0.39,0.42
204,Andrej Kramarić,CRO,"MF,FW",Hoffenheim,Bundesliga,33,32,32,2767,30.7,11,8,19,8,3,3,4,0,11.8,9.5,4.3,13.7,75,143,202,0.36,0.26,0.62,0.26,0.52,0.38,0.14,0.52,0.31,0.45
205,Andrew Omobamidele,IRL,DF,Strasbourg,Ligue 1,22,10,6,539,6.0,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,Andrew Robertson,SCO,DF,Liverpool,Premier League,30,33,29,2482,27.6,0,1,1,0,0,0,3,1,1.2,1.2,4.6,5.8,64,176,108,0.0,0.04,0.04,0.0,0.04,0.04,0.17,0.21,0.04,0.21
207,Andrey Santos,BRA,MF,Strasbourg,Ligue 1,20,32,32,2855,31.7,10,3,13,10,0,0,8,0,5.1,5.1,3.3,8.4,29,149,26,0.32,0.09,0.41,0.32,0.41,0.16,0.1,0.27,0.16,0.27
208,Andriy Lunin,UKR,GK,Real Madrid,La Liga,25,7,7,630,7.0,0,1,1,0,0,0,0,0,0.0,0.0,0.9,0.9,0,0,0,0.0,0.14,0.14,0.0,0.14,0.0,0.13,0.13,0.0,0.13
209,András Schäfer,HUN,MF,Union Berlin,Bundesliga,25,26,17,1534,17.0,1,1,2,1,0,0,3,0,0.6,0.6,0.9,1.5,23,55,42,0.06,0.06,0.12,0.06,0.12,0.04,0.05,0.09,0.04,0.09
210,André,BRA,MF,Wolves,Premier League,23,33,31,2472,27.5,0,0,0,0,0,0,7,0,0.4,0.4,0.8,1.3,10,109,11,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05
211,André Ayew,GHA,FW,Le Havre,Ligue 1,34,27,15,1453,16.1,4,1,5,4,0,0,2,0,4.3,4.3,0.2,4.6,5,18,43,0.25,0.06,0.31,0.25,0.31,0.27,0.02,0.28,0.27,0.28
212,André Ferreira,POR,GK,Valladolid,La Liga,28,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,André Gomes,POR,MF,Lille,Ligue 1,31,20,16,1276,14.2,0,0,0,0,0,0,3,0,0.5,0.5,0.7,1.3,18,101,28,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09
214,André Onana,CMR,GK,Manchester Utd,Premier League,28,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,André Silva,POR,"FW,MF",RB Leipzig,Bundesliga,28,8,0,132,1.5,1,2,3,0,1,1,0,0,1.3,0.5,0.6,1.1,6,4,11,0.68,1.36,2.05,0.0,1.36,0.9,0.38,1.28,0.36,0.74
216,André Silva,POR,FW,Werder Bremen,Bundesliga,28,7,4,375,4.2,1,0,1,0,1,2,1,0,2.6,1.0,0.4,1.4,6,10,28,0.24,0.0,0.24,0.0,0.0,0.62,0.09,0.71,0.24,0.33
217,Andrés García,ESP,"DF,MF",Aston Villa,Premier League,21,7,5,318,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,26,15,28,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06
218,Andu Kelati,GER,"MF,DF",Holstein Kiel,Bundesliga,21,8,2,288,3.2,1,1,2,1,0,0,2,1,0.9,0.9,0.8,1.7,3,19,11,0.31,0.31,0.62,0.31,0.62,0.27,0.26,0.53,0.27,0.53
219,Andy Delort,ALG,FW,Montpellier,Ligue 1,32,9,8,607,6.7,0,0,0,0,0,0,1,0,1.3,1.3,0.9,2.2,4,6,20,0.0,0.0,0.0,0.0,0.0,0.23,0.15,0.38,0.23,0.38
220,Andy Diouf,FRA,MF,Lens,Ligue 1,21,34,27,2225,24.7,1,2,3,1,0,0,2,0,2.9,2.9,2.8,5.7,82,116,94,0.04,0.08,0.12,0.04,0.12,0.12,0.11,0.23,0.12,0.23
221,Andy Irving,SCO,MF,West Ham,Premier League,24,10,1,166,1.8,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.4,0,9,4,0.0,0.0,0.0,0.0,0.0,0.06,0.13,0.19,0.06,0.19
222,Andy Pelmard,FRA,DF,Las Palmas,La Liga,24,4,2,205,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,1,13,5,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.03
223,Andy Pelmard,FRA,DF,Lecce,Serie A,24,3,1,129,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,Ange Martial Tia,MLI,"MF,DF",Reims,Ligue 1,17,6,2,171,1.9,0,0,0,0,0,0,0,0,1.3,1.3,0.0,1.3,2,8,9,0.0,0.0,0.0,0.0,0.0,0.68,0.01,0.7,0.68,0.7
225,Ange-Yoan Bonny,FRA,FW,Parma,Serie A,20,37,30,2529,28.1,6,4,10,4,2,3,2,0,9.4,7.1,2.9,9.9,41,53,163,0.21,0.14,0.36,0.14,0.28,0.34,0.1,0.44,0.25,0.35
